"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
14970	0	0	0	0	0	0	0	0	0	"DQ718033"	"uc008myn.1"	"DQ718033"	30
14971	0	0	0	0	0	0	0	0	0	"DQ700318"	"uc008myo.1"	"DQ700318"	37
14972	0	0	0	0	0	0	0	0	0	"DQ565635"	"uc008myp.1"	"DQ565635"	71
14973	0	0	0	0	0	0	0	0	0	"DQ690514"	"uc008myq.1"	"DQ690514"	83
14974	0	0	0	0	0	0	0	0	0	"DQ696923"	"uc008myr.1"	"DQ696923"	63
14975	0	0	0	0	0	0	0	0	0	"DQ715767"	"uc008mys.1"	"DQ715767"	31
14976	0	0	0	0	0	0	0	0	0	"DQ724092"	"uc008myt.1"	"DQ724092"	39
14977	0	0	0	0	0	0	0	0	0	"DQ542758"	"uc008myu.1"	"DQ542758"	35
14978	0	0	0	0	0	0	0	0	0	"DQ552899"	"uc008myv.1"	"DQ552899"	45
14979	0	0	0	0	0	0	0	0	0	"DQ707628"	"uc008myw.1"	"DQ707628"	29
14980	0	0	0	0	0	0	0	0	0	"DQ703331"	"uc008myx.1"	"DQ703331"	94
14981	0	0	0	0	0	0	0	0	0	"DQ700012"	"uc008myy.1"	"DQ700012"	40
14982	0	0	0	0	0	0	0	0	0	"DQ554622"	"uc008myz.1"	"DQ554622"	30
14983	0	0	0	0	0	0	0	0	0	"DQ726341"	"uc008mza.1"	"DQ726341"	61
14984	0	0	0	0	0	0	0	0	0	"DQ687584"	"uc008mzb.1"	"DQ687584"	63
14985	0	0	0	0	0	0	0	0	0	"DQ567887"	"uc008mzc.1"	"DQ567887"	32
14986	0	0	0	0	0	0	0	0	0	"DQ542813"	"uc008mzd.1"	"DQ542813"	30
14987	0	0	0	0	0	0	0	0	0	"DQ569827"	"uc008mze.1"	"DQ569827"	151
14988	0	0	0	0	0	0	0	0	0	"DQ550407"	"uc008mzf.1"	"DQ550407"	48
14989	0	0	0	0	0	0	0	0	0	"DQ560976"	"uc008mzg.1"	"DQ560976"	164
14990	0	0	0	0	0	0	0	0	0	"DQ720427"	"uc008mzh.1"	"DQ720427"	46
14991	0	0	0	0	0	0	0	0	0	"DQ686676"	"uc008mzi.1"	"DQ686676"	38
14992	0	0	0	0	0	0	0	0	0	"DQ712055"	"uc008mzj.1"	"DQ712055"	60
14993	0	0	0	0	0	0	0	0	0	"DQ693697"	"uc008mzk.1"	"DQ693697"	56
14994	0	0	0	0	0	0	0	0	0	"DQ699700"	"uc008mzl.1"	"DQ699700"	29
14995	0	0	0	0	0	0	0	0	0	"DQ543356"	"uc008mzm.1"	"DQ543356"	28
14996	0	0	0	0	0	0	0	0	0	"AK015363"	"uc008mzn.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930442J19 product:unclassifiable, full insert sequence."	1710
14997	0	0	0	0	0	0	0	0	0	"DQ721944"	"uc008mzo.1"	"DQ721944"	29
14998	0	0	0	0	0	0	0	0	0	"DQ549221"	"uc008mzp.1"	"DQ549221"	56
14999	0	0	0	0	0	0	0	0	0	"DQ553872"	"uc008mzq.1"	"DQ553872"	52
15000	0	0	0	0	0	0	0	0	0	"DQ562719"	"uc008mzr.1"	"DQ562719"	36
15001	0	0	0	0	0	0	0	0	0	"DQ556349"	"uc008mzs.1"	"DQ556349"	173
15002	0	0	0	0	0	0	0	0	0	"DQ687084"	"uc008mzt.1"	"DQ687084"	40
15003	0	0	0	0	0	0	0	0	0	"DQ564299"	"uc008mzu.1"	"DQ564299"	39
15004	0	0	0	0	0	0	0	0	0	"DQ713678"	"uc008mzv.1"	"DQ713678"	103
15005	0	0	0	0	0	0	0	0	0	"DQ721924"	"uc008mzw.1"	"DQ721924"	32
15006	0	0	0	0	0	0	0	0	0	"DQ710326"	"uc008mzx.1"	"DQ710326"	49
15007	0	0	0	0	0	0	0	0	0	"DQ721726"	"uc008mzy.1"	"DQ721726"	88
15008	0	0	0	0	0	0	0	0	0	"DQ568862"	"uc008mzz.1"	"DQ568862"	35
15009	0	0	0	0	0	0	0	0	0	"DQ687150"	"uc008naa.1"	"DQ687150"	69
15010	0	0	0	0	0	0	0	0	0	"DQ545645"	"uc008nab.1"	"DQ545645"	47
15011	0	0	0	0	0	0	0	0	0	"DQ716732"	"uc008nac.1"	"DQ716732"	62
15012	0	0	0	0	0	0	0	0	0	"DQ694599"	"uc008nad.1"	"DQ694599"	32
15013	0	0	0	0	0	0	0	0	0	"DQ701380"	"uc008nae.1"	"DQ701380"	35
15014	0	0	0	0	0	0	0	0	0	"DQ555432"	"uc008naf.1"	"DQ555432"	57
15015	0	0	0	0	0	0	0	0	0	"DQ724865"	"uc008nag.1"	"DQ724865"	32
15016	0	0	0	0	0	0	0	0	0	"DQ719561"	"uc008nah.1"	"DQ719561"	94
15017	0	0	0	0	0	0	0	0	0	"DQ569880"	"uc008nai.1"	"DQ569880"	64
15018	0	0	0	0	0	0	0	0	0	"DQ704289"	"uc008naj.1"	"DQ704289"	33
15019	0	0	0	0	0	0	0	0	0	"DQ702193"	"uc008nak.1"	"DQ702193"	34
15020	0	0	0	0	0	0	0	0	0	"DQ717116"	"uc008nal.1"	"DQ717116"	30
15021	0	0	0	0	0	0	0	0	0	"DQ692312"	"uc008nam.1"	"DQ692312"	30
15022	0	0	0	0	0	0	0	0	0	"DQ700565"	"uc008nan.1"	"DQ700565"	45
15023	0	0	0	0	0	0	0	0	0	"DQ701432"	"uc008nao.1"	"DQ701432"	80
15024	0	0	0	0	0	0	0	0	0	"DQ717919"	"uc008nap.1"	"DQ717919"	33
15025	0	0	0	0	0	0	0	0	0	"DQ695344"	"uc008naq.1"	"DQ695344"	49
15026	0	0	0	0	0	0	0	0	0	"DQ711149"	"uc008nar.1"	"DQ711149"	82
15027	0	0	0	0	0	0	0	0	0	"DQ540009"	"uc008nas.1"	"DQ540009"	36
15028	0	0	0	0	0	0	0	0	0	"DQ725656"	"uc008nat.1"	"DQ725656"	31
15029	0	0	0	0	0	0	0	0	0	"DQ719961"	"uc008nau.1"	"DQ719961"	32
15030	0	0	0	0	0	0	0	0	0	"DQ692337"	"uc008nav.1"	"DQ692337"	107
15031	0	0	0	0	0	0	0	0	0	"DQ540716"	"uc008naw.1"	"DQ540716"	31
15032	0	0	0	0	0	0	0	0	0	"DQ708205"	"uc008nax.1"	"DQ708205"	30
15033	0	0	0	0	0	0	0	0	0	"DQ693247"	"uc008nay.1"	"DQ693247"	32
15034	0	0	0	0	0	0	0	0	0	"DQ708683"	"uc008naz.1"	"DQ708683"	45
15035	0	0	0	0	0	0	0	0	0	"DQ717047"	"uc008nba.1"	"DQ717047"	32
15036	0	0	0	0	0	0	0	0	0	"DQ692750"	"uc008nbb.1"	"DQ692750"	35
15037	0	0	0	0	0	0	0	0	0	"DQ721504"	"uc008nbc.1"	"DQ721504"	31
15038	0	0	0	0	0	0	0	0	0	"DQ715099"	"uc008nbd.1"	"DQ715099"	36
15039	0	0	0	0	0	0	0	0	0	"DQ715063"	"uc008nbe.1"	"DQ715063"	34
15040	0	0	0	0	0	0	0	0	0	"DQ713064"	"uc008nbf.1"	"DQ713064"	37
15041	0	0	0	0	0	0	0	0	0	"DQ721347"	"uc008nbg.1"	"DQ721347"	55
15042	0	0	0	0	0	0	0	0	0	"DQ564813"	"uc008nbh.1"	"DQ564813"	31
15043	0	0	0	0	0	0	0	0	0	"DQ541958"	"uc008nbi.1"	"DQ541958"	63
15044	0	0	0	0	0	0	0	0	0	"DQ702540"	"uc008nbj.1"	"DQ702540"	67
15045	0	0	0	0	0	0	0	0	0	"DQ708570"	"uc008nbk.1"	"DQ708570"	39
15046	0	0	0	0	0	0	0	0	0	"DQ702516"	"uc008nbl.1"	"DQ702516"	105
15047	0	0	0	0	0	0	0	0	0	"DQ564838"	"uc008nbm.1"	"DQ564838"	58
15048	0	0	0	0	0	0	0	0	0	"DQ688254"	"uc008nbn.1"	"DQ688254"	48
15049	0	0	0	0	0	0	0	0	0	"DQ724363"	"uc008nbo.1"	"DQ724363"	43
15050	0	0	0	0	0	0	0	0	0	"DQ562876"	"uc008nbp.1"	"DQ562876"	44
15051	0	0	0	0	0	0	0	0	0	"DQ698470"	"uc008nbq.1"	"DQ698470"	36
15052	0	0	0	0	0	0	0	0	0	"AK006486"	"uc008nbr.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700029E19 product:unclassifiable, full insert sequence."	1073
15053	0	0	0	0	0	0	0	0	0	"DQ691258"	"uc008nbs.1"	"Mus musculus mRNA for non-coding RNA, clone:MA0005."	818
15054	0	0	0	0	0	0	0	0	0	"DQ708946"	"uc008nbt.1"	"DQ708946"	64
15055	0	0	0	0	0	0	0	0	0	"DQ564894"	"uc008nbu.1"	"DQ564894"	32
15056	0	0	0	0	0	0	0	0	0	"DQ688703"	"uc008nbv.1"	"DQ688703"	48
15057	0	0	0	0	0	0	0	0	0	"DQ540032"	"uc008nbw.1"	"DQ540032"	31
15058	0	0	0	0	0	0	0	0	0	"DQ693841"	"uc008nbx.1"	"DQ693841"	34
15059	0	0	0	0	0	0	0	0	0	"DQ698911"	"uc008nby.1"	"DQ698911"	31
15060	0	0	0	0	0	0	0	0	0	"DQ569434"	"uc008nbz.1"	"DQ569434"	51
15061	0	0	0	0	0	0	0	0	0	"DQ725586"	"uc008nca.1"	"DQ725586"	30
15062	0	0	0	0	0	0	0	0	0	"DQ692637"	"uc008ncb.1"	"DQ692637"	31
15063	0	0	0	0	0	0	0	0	0	"DQ569294"	"uc008ncc.1"	"DQ569294"	35
15064	0	0	0	0	0	0	0	0	0	"DQ694728"	"uc008ncd.1"	"DQ694728"	31
15065	0	0	0	0	0	0	0	0	0	"DQ543687"	"uc008nce.1"	"DQ543687"	41
15066	0	0	0	0	0	0	0	0	0	"DQ721911"	"uc008ncf.1"	"DQ721911"	31
15067	0	0	0	0	0	0	0	0	0	"DQ688473"	"uc008ncg.1"	"DQ688473"	32
15068	0	0	0	0	0	0	0	0	0	"DQ554009"	"uc008nch.1"	"DQ554009"	63
15069	0	0	0	0	0	0	0	0	0	"DQ719336"	"uc008nci.1"	"DQ719336"	103
15070	0	0	0	0	0	0	0	0	0	"DQ697348"	"uc008ncj.1"	"DQ697348"	60
15071	0	0	0	0	0	0	0	0	0	"DQ719961"	"uc008nck.1"	"DQ719961"	32
15072	0	0	0	0	0	0	0	0	0	"DQ698060"	"uc008ncl.1"	"DQ698060"	31
15073	0	0	0	0	0	0	0	0	0	"DQ705896"	"uc008ncm.1"	"DQ705896"	31
15074	0	0	0	0	0	0	0	0	0	"DQ560645"	"uc008ncn.1"	"DQ560645"	35
15075	0	0	0	0	0	0	0	0	0	"DQ725943"	"uc008nco.1"	"DQ725943"	101
15076	0	0	0	0	0	0	0	0	0	"DQ687587"	"uc008ncp.1"	"DQ687587"	32
15077	0	0	0	0	0	0	0	0	0	"DQ697005"	"uc008ncq.1"	"DQ697005"	65
15078	0	0	0	0	0	0	0	0	0	"DQ723978"	"uc008ncr.1"	"DQ723978"	120
15079	0	0	0	0	0	0	0	0	0	"DQ690655"	"uc008ncs.1"	"DQ690655"	47
15080	0	0	0	0	0	0	0	0	0	"DQ688019"	"uc008nct.1"	"DQ688019"	38
15081	0	0	0	0	0	0	0	0	0	"DQ715862"	"uc008ncu.1"	"DQ715862"	33
15082	0	0	0	0	0	0	0	0	0	"DQ712213"	"uc008ncv.1"	"DQ712213"	32
15083	0	0	0	0	0	0	0	0	0	"DQ718033"	"uc008ncw.1"	"DQ718033"	69
15084	0	0	0	0	0	0	0	0	0	"DQ696095"	"uc008ncx.1"	"DQ696095"	33
15085	0	0	0	0	0	0	0	0	0	"DQ712214"	"uc008ncy.1"	"DQ712214"	50
15086	0	0	0	0	0	0	0	0	0	"DQ720385"	"uc008ncz.1"	"DQ720385"	41
15087	0	0	0	0	0	0	0	0	0	"DQ699928"	"uc008nda.1"	"DQ699928"	49
15088	0	0	0	0	0	0	0	0	0	"DQ690676"	"uc008ndb.1"	"DQ690676"	67
15089	0	0	0	0	0	0	0	0	0	"DQ545332"	"uc008ndc.1"	"DQ545332"	31
15090	0	0	0	0	0	0	0	0	0	"DQ688694"	"uc008ndd.1"	"DQ688694"	54
15091	0	0	0	0	0	0	0	0	0	"DQ562580"	"uc008nde.1"	"DQ562580"	34
15092	0	0	0	0	0	0	0	0	0	"DQ714525"	"uc008ndf.1"	"DQ714525"	32
15093	0	0	0	0	0	0	0	0	0	"DQ701015"	"uc008ndg.1"	"DQ701015"	32
15094	0	0	0	0	0	0	0	0	0	"DQ686143"	"uc008ndh.1"	"DQ686143"	59
15095	0	0	0	0	0	0	0	0	0	"DQ727213"	"uc008ndi.1"	"DQ727213"	39
15096	0	0	0	0	0	0	0	0	0	"DQ708036"	"uc008ndj.1"	"DQ708036"	35
15097	0	0	0	0	0	0	0	0	0	"DQ712012"	"uc008ndk.1"	"DQ712012"	87
15098	0	0	0	0	0	0	0	0	0	"DQ688517"	"uc008ndl.1"	"DQ688517"	49
15099	0	0	0	0	0	0	0	0	0	"DQ689476"	"uc008ndm.1"	"DQ689476"	32
15100	0	0	0	0	0	0	0	0	0	"DQ721216"	"uc008ndn.1"	"DQ721216"	118
15101	0	0	0	0	0	0	0	0	0	"DQ688503"	"uc008ndo.1"	"DQ688503"	41
15102	0	0	0	0	0	0	0	0	0	"DQ544060"	"uc008ndp.1"	"DQ544060"	100
15103	0	0	0	0	0	0	0	0	0	"DQ566132"	"uc008ndq.1"	"DQ566132"	31
15104	0	0	0	0	0	0	0	0	0	"DQ720427"	"uc008ndr.1"	"DQ720427"	69
15105	0	0	0	0	0	0	0	0	0	"DQ553300"	"uc008nds.1"	"DQ553300"	31
15106	0	0	0	0	0	0	0	0	0	"DQ693697"	"uc008ndt.1"	"DQ693697"	69
15107	0	0	0	0	0	0	0	0	0	"AK203176"	"uc008ndu.1"	"Mus musculus cDNA, clone:Y0G0116M06, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000039800, based on BLAT search."	409
15108	0	0	0	0	0	0	0	0	0	"4921509C19Rik"	"uc008ndv.1"	"sperm motility kinase X"	2682
15109	1100	1110.91	1128	838	947	925	1021	1113	921	"Nsfl1c"	"uc008ndw.1"	"NSFL1 cofactor p47"	1348
15110	3171	2573	2563	3074.56	3043	2895	3227	2722	3266.93	"Fkbp1a"	"uc008ndy.1"	"peptidyl-prolyl cis-trans isomerase FKBP1A"	1641
15111	7	9	9	25	39	34	69	62	46	"Sdcbp2"	"uc008nec.1"	"syntenin-2"	1383
15112	3	2	4	1	0	0	0	0	1	"Snph"	"uc008ned.1"	"syntaphilin"	4689
15113	0	0	0	0	0	0	0	0	0	"Gm14160"	"uc012cfx.1"	"double-strand-break repair protein rad21-like"	1650
15114	0	0	0	0	0	0	0	0	0	"AK042610"	"uc008neh.1"	"Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730010G04 product:unclassifiable, full insert sequence."	2090
15115	0	1	0	0	0	0	0	0	0	"5430405G05Rik"	"uc008nei.2"	"hypothetical protein LOC108832"	1435
15116	605.07	485	522	338	450.45	436.04	622.02	545.01	501.02	"Psmf1"	"uc008nek.1"	"proteasome inhibitor PI31 subunit"	3542
15117	0	0	0	0	0	0	0	0	0	"AK006186"	"uc008nen.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020P01 product:unclassifiable, full insert sequence."	1612
15118	0	0	0	0	0	0	0	0	0	"AK042249"	"uc008neo.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630075D05 product:unclassifiable, full insert sequence."	579
15119	0	0	0	0	0	0	0	0	0	"Rspo4"	"uc008nep.1"	"R-spondin-4 isoform 1"	2371
15120	1	1	0	0	0	0	0	1	0	"Angpt4"	"uc008neq.1"	"angiopoietin-4 precursor"	1530
15121	0	0	0	0	0	0	0	0	0	"Mir1953"	"uc012cfz.1"	"Mus musculus microRNA 1953 (Mir1953), microRNA."	89
15122	301	205	227	49	109	70	93	92.05	140	"Fam110a"	"uc008net.1"	"hypothetical protein LOC73847"	1754
15123	593	467.81	483	113	119	124	120	130	151	"2310046K01Rik"	"uc008nev.2"	"riboflavin transporter 2 isoform 1 precursor"	2625
15124	0	0	0	0	0	0	0	0	0	"Scrt2"	"uc012cgb.1"	"transcriptional repressor scratch 2"	3395
15125	2189	2406	2370.93	2169	2199.11	1932.05	972	1050	1113	"Srxn1"	"uc008new.1"	"sulfiredoxin-1"	2583
15126	0	0	0	0	0	0	0	0	0	"Tcf15"	"uc008nex.1"	"transcription factor 15"	931
15127	891	889	799	536	564	471	610	526	602	"Csnk2a1"	"uc008nfa.2"	"casein kinase II subunit alpha"	4204
15128	1250.04	829	905	433	421	428	697	587	560	"Tbc1d20"	"uc008nfb.1"	"TBC1 domain family member 20"	1936
15129	323	236	303	123	138	125	216	162	184	"AK204443"	"uc012cgd.1"	"Mus musculus bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830026F21 product:hypothetical protein, full insert sequence."	806
15130	1883	1434	1278	880	1163	1070	1643	1408	1424	"Rbck1"	"uc008nfe.1"	"ranBP-type and C3HC4-type zinc finger-containing"	2238
15131	137	86	114	21	24	22	45	38	47	"Trib3"	"uc008nff.1"	"tribbles homolog 3"	2051
15132	0	0	0	0	0	0	0	0	0	"Gm14164"	"uc008nfg.2"	"Mus musculus clone NIA:H4063H10 unknown mRNA."	1997
15133	0	0	0	0	0	0	0	0	0	"Nrsn2"	"uc008nfh.1"	"neurensin-2"	1380
15134	10	4	13	0	0	2	4	0	2	"Sox12"	"uc008nfi.1"	"transcription factor SOX-12"	4435
15135	81	33	41	19	36	27	36	39	43	"Zcchc3"	"uc008nfj.2"	"zinc finger, CCHC domain containing 3"	3089
15136	0	0	0	0	0	0	0	0	0	"6820408C15Rik"	"uc008nfk.1"	"hypothetical protein LOC228778"	1682
15137	0	0	0	0	0	0	0	0	0	"Defb23"	"uc008nfl.2"	"beta-defensin 23"	624
15138	0	0	0	0	0	0	0	0	0	"Defb20"	"uc008nfm.1"	"beta-defensin 20 precursor"	690
15139	0	0	0	0	0	0	0	0	0	"Defb22"	"uc008nfn.1"	"beta-defensin 22"	625
15140	0	0	0	0	0	0	0	0	1	"Defb26"	"uc008nfo.2"	"beta-defensin 26"	647
15141	0	0	0	0	0	0	0	0	0	"Defb28"	"uc008nfp.1"	"beta-defensin 28"	397
15142	0	0	0	0	0	0	0	0	0	"Defb29"	"uc008nfq.1"	"beta-defensin 29 precursor"	405
15143	0	0	0	0	0	0	0	0	0	"Defb21"	"uc008nfr.1"	"beta-defensin 21"	426
15144	0	0	0	0	0	0	0	0	0	"Defb19"	"uc008nfs.1"	"beta-defensin 19 precursor"	394
15145	0	0	0	0	0	0	0	0	0	"Defb45"	"uc008nft.1"	"beta-defensin 27"	388
15146	0	0	0	0	0	0	0	0	0	"Defb36"	"uc008nfu.2"	"beta-defensin 36 precursor"	468
15147	0	0	0	0	1	0	0	0	0	"Defb25"	"uc008nfv.1"	"beta-defensin 25 precursor"	293
15148	21	23	20	18	14	18	2	5	13	"Rem1"	"uc008nfw.1"	"GTP-binding protein REM 1"	1603
15149	0	0	0	0	0	0	0	0	0	"AK006531"	"uc008nfy.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700030C14 product:unclassifiable, full insert sequence."	756
15150	2676.62	2191.89	2212	2092	2013	2108.85	2179	1684	1883.96	"H13"	"uc008ngc.2"	"minor histocompatibility antigen H13 isoform 1"	5402
15151	7	1	5	4	3	2	3	0	2	"Mcts2"	"uc008nge.1"	"malignant T cell-amplified sequence 2"	795
15152	273	274	370	53	75	93	50	64	77	"Id1"	"uc008ngf.1"	"DNA-binding protein inhibitor ID-1"	911
15153	1	1	2	0	1	0	1	1	1	"Cox4i2"	"uc008ngg.1"	"cytochrome c oxidase subunit 4 isoform 2,"	727
15154	1196	1051	1035	1960	2310	2116	1125	1315	1334	"Bcl2l1"	"uc008ngm.1"	"bcl-2-like protein 1"	2371
15155	1423.72	1299.52	1356.31	659.1	726.73	719.22	1049.99	1156.38	1104.99	"Tpx2"	"uc008ngp.2"	"TPX2, microtubule-associated protein homolog"	4161
15156	0	2	1	0	1	2	1	0	0	"Mylk2"	"uc008ngs.2"	"myosin light chain kinase 2, skeletal/cardiac"	2948
15157	0	0	3	0	0	1	2	0	2	"Foxs1"	"uc008ngt.1"	"forkhead box protein S1"	1311
15158	0	0	0	0	0	1	0	0	0	"Dusp15"	"uc012cgl.1"	"dual specificity protein phosphatase 15 isoform"	3121
15159	1	1	0	3	2	2	1	1	1	"Ttll9"	"uc008ngx.1"	"probable tubulin polyglutamylase TTLL9 isoform"	2939
15160	541	468	487.99	128	118	120	237	199	217	"Pdrg1"	"uc008ngz.1"	"p53 and DNA damage-regulated protein 1"	1229
15161	0	0	0	0	0	0	0	0	0	"Xkr7"	"uc008nha.1"	"XK-related protein 7"	2711
15162	0	1	1	0	1	0	0	0	0	"BC020535"	"uc012cgo.1"	"hypothetical protein LOC228788"	2158
15163	3073.94	2636	2924	5144	5931	5863.12	7815	7261.97	6035	"Hck"	"uc008nhc.2"	"tyrosine-protein kinase HCK isoform p59Hck"	2092
15164	877	574	609	753.13	889	799	1136	815	831	"Tm9sf4"	"uc008nhe.1"	"transmembrane 9 superfamily member 4 precursor"	3895
15165	137	126	133	28	30	20	28	25	39	"Tspyl3"	"uc008nhi.2"	"TSPY-like 3"	3072
15166	558	315	369	1761	1721	1585	1586	1096	1119	"Plagl2"	"uc008nhk.1"	"zinc finger protein PLAGL2"	5407
15167	597.01	485.07	480	316	332.62	284	418.87	352.24	334.01	"Pofut1"	"uc008nhm.1"	"GDP-fucose protein O-fucosyltransferase 1"	5603
15168	1752	1332	1405	493	597	527	1049.79	915	863	"Kif3b"	"uc008nhp.2"	"kinesin-like protein KIF3B"	5631
15169	17.81	24.26	26.31	17.32	23.12	28.22	13.42	16.91	40.71	"AK010870"	"uc008nhr.1"	"Mus musculus 13 days embryo liver cDNA, RIKEN full-length enriched library, clone:2500004C02 product:unclassifiable, full insert sequence."	1809
15170	789	591.99	534	377	433	358	291	227	287	"Asxl1"	"uc008nhs.1"	"putative Polycomb group protein ASXL1"	6674
15171	450	318	292	90	112	112	116	77	119	"8430427H17Rik"	"uc008nhv.2"	"hypothetical protein LOC329540 isoform 2"	6400
15172	972.47	718.45	738.27	323	390.35	367.15	694.78	512.49	590.64	"Commd7"	"uc008nhy.2"	"COMM domain-containing protein 7 isoform 1"	3213
15173	31	29	37	19	20	21	56	39	32	"Dnmt3b"	"uc008nib.2"	"DNA (cytosine-5)-methyltransferase 3B isoform 1"	4319
15174	2552.53	2601.32	2859.14	2743.65	2546.94	2276.37	2850.57	2712.57	2372.44	"Mapre1"	"uc008nik.1"	"microtubule-associated protein RP/EB family"	7327
15175	0	0	0	0	0	0	0	1	0	"Efcab8"	"uc008nil.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630008I04 product:hypothetical EF-hand containing protein, full insert sequence."	1463
15176	0	0	0	0	0	0	0	0	0	"Sun5"	"uc008nim.1"	"SUN domain-containing protein 5"	1155
15177	0	0	0	0	0	0	0	0	0	"Bpil1"	"uc008nin.2"	"bactericidal/permeability-increasing"	1730
15178	0	0	0	0	0	0	0	0	0	"Bpil3"	"uc008nio.2"	"bactericidal/permeability-increasing"	1667
15179	0	0	0	0	0	0	0	0	0	"Rya3"	"uc008nip.1"	"long palate, lung and nasal epithelium"	1821
15180	0	0	0	0	0	0	0	0	0	"Gm1006"	"uc012cgs.1"	"long palate, lung and nasal epithelium"	2115
15181	0	0	0	1	2	0	0	0	0	"Gm5840"	"uc008nir.1"	"Splunc6"	1572
15182	0	0	0	0	0	0	0	0	0	"Psp"	"uc008nis.1"	"parotid secretory protein precursor"	961
15183	0	0	0	0	0	0	0	0	0	"1700058C13Rik"	"uc008nit.1"	"short palate, lung and nasal epithelium"	1095
15184	0	0	0	0	0	0	0	0	0	"Plunc"	"uc008niu.2"	"protein Plunc precursor"	1104
15185	0	0	0	0	0	0	0	0	0	"2310021H06Rik"	"uc008niv.2"	"palate lung and nasal carcinoma-like protein"	1085
15186	0	0	0	0	0	0	0	0	0	"U46068"	"uc008niw.1"	"long palate, lung and nasal epithelium"	1673
15187	0	0	0	0	0	0	0	0	0	"BC018465"	"uc008niy.2"	"long palate lung and nasal epithelium protein 5"	1637
15188	0	1	1	0	0	0	0	0	0	"4833413D08Rik"	"uc008niz.1"	"vomeromodulin precursor"	2038
15189	0	0	0	0	0	0	0	0	0	"5430413K10Rik"	"uc008nja.1"	"hypothetical protein LOC433492"	2046
15190	60	66	57	22	28	28	43	30	36	"Cdk5rap1"	"uc008njb.1"	"CDK5 regulatory subunit-associated protein 1"	1970
15191	0	0	0.87	0.68	1.83	7.58	0.72	0	3.4	"Snta1"	"uc012cgu.1"	"alpha-1-syntrophin"	992
15192	55	37	46.13	9.32	11.17	7.42	9.28	8	5.6	"Snta1"	"uc008nje.2"	"alpha-1-syntrophin"	2115
15193	262.79	218.8	194.37	134.88	168.66	154.89	163.6	139.79	175.01	"Cbfa2t2"	"uc008njf.2"	"protein CBFA2T2 isoform 1"	6080
15194	8	6	6	0	1	2	6	0	2	"Necab3"	"uc008njh.1"	"N-terminal EF-hand calcium-binding protein 3"	1810
15195	12	30	34	7	14	13	4	13	18	"1700003F12Rik"	"uc008njj.1"	"hypothetical protein LOC75480"	733
15196	0	2	0	0	0	0	0	0	1	"1700007I08Rik"	"uc012cgx.1"	"putative uncharacterized actin family protein"	1501
15197	932.74	633.58	600.34	182.94	185.36	149.32	231.2	195.31	268.35	"E2f1"	"uc008njk.1"	"transcription factor E2F1"	2460
15198	314.84	286.84	276.38	86.87	116.1	99.29	81.08	84.41	124.02	"Pxmp4"	"uc008njm.1"	"peroxisomal membrane protein 4"	1468
15199	5	2	2	0	0	0	0	1	0	"AK145231"	"uc008njn.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930519P11 product:hypothetical protein, full insert sequence."	1627
15200	125	59	79	46	54	67	117	76	87	"Zfp341"	"uc008njo.1"	"zinc finger protein 341"	3224
15201	5052.99	4175	4278.39	7117	8485	8960	13856	13703	11755	"Chmp4b"	"uc008njq.1"	"charged multivesicular body protein 4b"	1606
15202	3917	3355.3	3819	2627	2752	2652.35	2502	2874.37	2395	"Raly"	"uc008njv.2"	"RNA-binding protein Raly long isoform"	1759
15203	1749	1969	2121	2025	1743.09	1521.01	1553	1508.56	1501	"Eif2s2"	"uc008njw.1"	"eukaryotic translation initiation factor 2"	2513
15204	2	0	0	2	5	2.65	2	2	3	"a"	"uc008njz.1"	"agouti-signaling protein precursor"	692
15205	1031	718.11	832	542	495	513	309	287	313	"Ahcy"	"uc008nka.2"	"adenosylhomocysteinase"	2541
15206	1510.76	1153.2	1280.24	782.06	783.56	593.06	938.77	712.56	741.32	"Itch"	"uc008nke.1"	"E3 ubiquitin-protein ligase Itchy"	5186
15207	1858	1925.33	2275	1358	1379	1473	1698	1901	1581	"Dynlrb1"	"uc008nkg.2"	"dynein light chain roadblock-type 1"	686
15208	295	261	266	249	289	260	214	235	276	"Map1lc3a"	"uc012cha.1"	"microtubule-associated proteins 1A/1B light"	965
